"product","total_quantity_sold","total_orders","profit_margin","turnover_ratio"
"VariCap6 Expandable Binder","10","3","0.25352112676056338028","3.3333333333333335"
"Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders","20","6","0.07142857142857142857","3.3333333333333335"
"Newell 350","20","6","0.25263157894736842105","3.3333333333333335"
"Zebra Zazzle Fluorescent Highlighters","20","6","0.20481927710843373494","3.3333333333333335"
"Hon Every-Day Chair Series Swivel Task Chairs","10","3","0.01250000000000000000","3.3333333333333335"
"Newell 35","30","9","0.25000000000000000000","3.3333333333333335"
"Newell 313","10","3","0.15116279069767441860","3.3333333333333335"
"Avery 474","30","9","0.43750000000000000000","3.3333333333333335"
"Office Star Flex Back Scooter Chair with Aluminum Finish Frame","20","6","0.21243523316062176166","3.3333333333333335"
"Office Star - Contemporary Task Swivel Chair","20","6","0.08433734939759036145","3.3333333333333335"
"Logitech Illuminated - Keyboard","20","6","0.45263157894736842105","3.3333333333333335"
"Newell 33","10","3","0.17441860465116279070","3.3333333333333335"
"Avery 511","20","6","0.43478260869565217391","3.3333333333333335"
"Newell 339","10","3","0.22916666666666666667","3.3333333333333335"
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black","20","6","-0.06666666666666666667","3.3333333333333335"
"Griffin GC36547 PowerJolt SE Lightning Charger","10","3","0.10256410256410256410","3.3333333333333335"
"GE 30522EE2","10","3","0.29000000000000000000","3.3333333333333335"
"Global Deluxe High-Back Office Chair in Storm","10","3","-0.13750000000000000000","3.3333333333333335"
"Tenex Chairmats For Use with Hard Floors","20","6","-0.27777777777777777778","3.3333333333333335"
"Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection","10","3","0.17045454545454545455","3.3333333333333335"
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box","10","3","0.41111111111111111111","3.3333333333333335"
"Artistic Insta-Plaque","10","3","0.39000000000000000000","3.3333333333333335"
"GBC DocuBind TL300 Electric Binding System","37","11","0.11266968325791855204","3.3636363636363638"
"DMI Arturo Collection Mission-style Design Wood Chair","37","11","0.10522875816993464052","3.3636363636363638"
"Case Logic 2.4GHz Wireless Keyboard","27","8","-0.00975609756097560976","3.375"
"Space Solutions HD Industrial Steel Shelving.","27","8","0.00795454545454545455","3.375"
"Xerox 195","27","8","0.42926829268292682927","3.375"
"GBC DocuBind P100 Manual Binding Machine","27","8","0.16573033707865168539","3.375"
"Pressboard Data Binders by Wilson Jones","27","8","0.23064516129032258065","3.375"
"OtterBox Defender Series Case - Samsung Galaxy S4","27","8","0.17826086956521739130","3.375"
"Nontoxic Chalk","27","8","0.42459016393442622951","3.375"
"Safco Contoured Stacking Chairs","27","8","0.15271966527196652720","3.375"
"ACCOHIDE 3-Ring Binder, Blue, 1""","44","13","0.34494382022471910112","3.3846153846153846"
"Avery File Folder Labels","44","13","0.43045685279187817259","3.3846153846153846"
"Zipper Ring Binder Pockets","44","13","0.14351145038167938931","3.3846153846153846"
"Staple remover","61","18","0.09148193760262725780","3.388888888888889"
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","17","5","0.39791666666666666667","3.4"
"BIC Brite Liner Grip Highlighters","17","5","0.36824324324324324324","3.4"
"Cardinal Slant-D Ring Binders","17","5","0.38405797101449275362","3.4"
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","17","5","0.29280000000000000000","3.4"
"Luxo Economy Swing Arm Lamp","17","5","0.28000000000000000000","3.4"
"Hanging Personal Folder File","17","5","0.20312500000000000000","3.4"
"Eldon Executive Woodline II Desk Accessories, Mahogany","17","5","0.13819444444444444444","3.4"
"Green Bar Computer Printout Paper","17","5","0.44423076923076923077","3.4"
"AT&T CL82213","17","5","0.27289156626506024096","3.4"
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock","17","5","0.26086956521739130435","3.4"
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","17","5","0.28076923076923076923","3.4"
"Ibico Standard Transparent Covers","34","10","0.26835443037974683544","3.4"
"Xerox 1913","17","5","0.43333333333333333333","3.4"
"Eldon Stackable Tray, Side-Load, Legal, Smoke","17","5","0.34000000000000000000","3.4"
"Logitech Mobile Speakerphone P710e - speaker phone","17","5","0.12605633802816901408","3.4"
"Global Comet Stacking Arm Chair","17","5","0.11458333333333333333","3.4"
"Companion Letter/Legal File, Black","17","5","0.24444444444444444444","3.4"
"Deluxe Chalkboard Eraser Cleaner","17","5","0.41898734177215189873","3.4"
"Plantronics Savi W720 Multi-Device Wireless Headset System","24","7","0.39459459459459459459","3.4285714285714284"
"Rogers Jumbo File, Granite","24","7","-0.01538461538461538462","3.4285714285714284"
"Xerox 21","24","7","0.35000000000000000000","3.4285714285714284"
"Fellowes Bankers Box Recycled Super Stor/Drawer","24","7","-0.02545454545454545455","3.4285714285714284"
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","24","7","0.39428571428571428571","3.4285714285714284"
"Avanti 4.4 Cu. Ft. Refrigerator","24","7","0.10927835051546391753","3.4285714285714284"
"Computer Printout Paper with Letter-Trim Perforations","24","7","0.41682242990654205607","3.4285714285714284"
"Avery Hidden Tab Dividers for Binding Systems","24","7","-0.22264150943396226415","3.4285714285714284"
"Newell 343","24","7","0.21081081081081081081","3.4285714285714284"
"Global Commerce Series Low-Back Swivel/Tilt Chairs","24","7","0.00930232558139534884","3.4285714285714284"
"Tenex File Box, Personal Filing Tote with Lid, Black","24","7","0.18532110091743119266","3.4285714285714284"
"Elite 5"" Scissors","24","7","0.20754716981132075472","3.4285714285714284"
"Prismacolor Color Pencil Set","24","7","0.35636363636363636364","3.4285714285714284"
"Newell 314","24","7","0.15094339622641509434","3.4285714285714284"
"Wireless Extenders zBoost YX545 SOHO Signal Booster","24","7","0.18130841121495327103","3.4285714285714284"
"Acco D-Ring Binder w/DublLock","31","9","-0.43727272727272727273","3.4444444444444446"
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","31","9","0.15234375000000000000","3.4444444444444446"
"Satellite Sectional Post Binders","38","11","0.26975088967971530249","3.4545454545454546"
"Xerox 1881","38","11","0.45567567567567567568","3.4545454545454546"
"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","52","15","0.38042553191489361702","3.466666666666667"
"Clarity 53712","14","4","0.09122807017543859649","3.5"
"Col-Erase Pencils with Erasers","7","2","0.19838709677419354839","3.5"
"Avery 496","14","4","0.45671641791044776119","3.5"
"Xerox 1949","28","8","0.37913043478260869565","3.5"
"Newell 319","28","8","0.24031007751937984496","3.5"
"36X48 HARDFLOOR CHAIRMAT","21","6","-0.10965909090909090909","3.5"
"Microsoft Arc Touch Mouse","7","2","0.25333333333333333333","3.5"
"Mitel 5320 IP Phone VoIP phone","14","4","0.10000000000000000000","3.5"
"Canon Image Class D660 Copier","7","2","0.42727272727272727273","3.5"
"Cameo Buff Policy Envelopes","28","8","0.40640000000000000000","3.5"
"BIC Brite Liner Highlighters, Chisel Tip","21","6","0.24842105263157894737","3.5"
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock","7","2","0.27812500000000000000","3.5"
"Fellowes Econo/Stor Drawers","7","2","-0.09666666666666666667","3.5"
"DXL Angle-View Binders with Locking Rings by Samsill","35","10","0.31003584229390681004","3.5"
"Fiskars 8"" Scissors, 2/Pack","14","4","0.21111111111111111111","3.5"
"Acco Perma 3000 Stacking Storage Drawers","21","6","0.04438202247191011236","3.5"
"Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors","14","4","-0.01568627450980392157","3.5"
"Belkin Standard 104 key USB Keyboard","21","6","0.01923076923076923077","3.5"
"Wilson Jones Active Use Binders","21","6","0.32215189873417721519","3.5"
"Belkin OmniView SE Rackmount Kit","7","2","0.00000000000000000000","3.5"
"Belkin iPhone and iPad Lightning Cable","7","2","0.07500000000000000000","3.5"
"Global Adaptabilities Conference Tables","14","4","0.10000000000000000000","3.5"
"Global Armless Task Chair, Royal Blue","28","8","-0.01484716157205240175","3.5"
"Xerox 1959","21","6","0.45400000000000000000","3.5"
"Tops White Computer Printout Paper","14","4","0.47000000000000000000","3.5"
"Tennsco Single-Tier Lockers","28","8","-0.09016393442622950820","3.5"
"Xerox 221","14","4","0.41290322580645161290","3.5"
"Dana Fluorescent Magnifying Lamp, White, 36""","14","4","0.14035087719298245614","3.5"
"Bady BDG101FRU Card Printer","14","4","0.14310344827586206897","3.5"
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack","7","2","0.45441176470588235294","3.5"
"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","14","4","-0.06750000000000000000","3.5"
"Bretford CR8500 Series Meeting Room Furniture","21","6","0.06804733727810650888","3.5"
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back","7","2","0.05769230769230769231","3.5"
"Xerox 215","7","2","0.48000000000000000000","3.5"
"Acco 6 Outlet Guardian Basic Surge Suppressor","7","2","-0.09565217391304347826","3.5"
"Hoover Commercial SteamVac","14","4","0.20967741935483870968","3.5"
"American Pencil","21","6","0.29000000000000000000","3.5"
"Sanford 52201 APSCO Electric Pencil Sharpener","14","4","0.24927536231884057971","3.5"
"Howard Miller Distant Time Traveler Alarm Clock","21","6","0.36134020618556701031","3.5"
"HTC One","14","4","0.11250000000000000000","3.5"
"Ampad Evidence Wirebond Steno Books, 6"" x 9""","14","4","0.41111111111111111111","3.5"
"Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","14","4","0.03235294117647058824","3.5"
"Ibico Ibimaster 300 Manual Binding System","28","8","0.29032258064516129032","3.5"
"SAFCO Commercial Wire Shelving, Black","35","10","-0.15131578947368421053","3.5"
"ARKON Windshield Dashboard Air Vent Car Mount Holder","14","4","-0.07187500000000000000","3.5"
"Recycled Steel Personal File for Hanging File Folders","21","6","0.14402173913043478261","3.5"
"RCA ViSYS 25825 Wireless digital phone","7","2","0.12500000000000000000","3.5"
"Xerox 207","7","2","0.41290322580645161290","3.5"
"AT&T 17929 Lendline Telephone","35","10","0.12500000000000000000","3.5"
"3M Polarizing Light Filter Sleeves","14","4","0.34827586206896551724","3.5"
"PowerGen Dual USB Car Charger","14","4","0.40937500000000000000","3.5"
"Portfile Personal File Boxes","7","2","0.07500000000000000000","3.5"
"Xerox 202","28","8","0.44848484848484848485","3.5"
"Xerox 1976","7","2","0.35000000000000000000","3.5"
"Plantronics CS510 - Over-the-Head monaural Wireless Headset System","35","10","0.28506097560975609756","3.5"
"Plantronics Calisto P620-M USB Wireless Speakerphone System","14","4","0.20156250000000000000","3.5"
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite","14","4","0.23823529411764705882","3.5"
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","28","8","0.16000000000000000000","3.5"
"Linden 10"" Round Wall Clock, Black","21","6","0.16506024096385542169","3.5"
"Logitech G13 Programmable Gameboard with LCD Display","14","4","0.04153846153846153846","3.5"
"Okidata MB760 Printer","7","2","0.11250000000000000000","3.5"
"Coloredge Poster Frame","21","6","0.39000000000000000000","3.5"
"Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","28","8","0.14880000000000000000","3.5"
"Logitech Wireless Gaming Headset G930","21","6","0.26500000000000000000","3.5"
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","7","2","-0.22830188679245283019","3.5"
"Xerox 1981","14","4","0.42537313432835820896","3.5"
"Xerox 1996","28","8","0.46470588235294117647","3.5"
"O'Sullivan Living Dimensions 5-Shelf Bookcases","21","6","-0.22093023255813953488","3.5"
"O'Sullivan 2-Shelf Heavy-Duty Bookcases","21","6","-0.18389261744966442953","3.5"
"Staple envelope","170","48","0.44559144706108327425","3.5416666666666665"
"Xerox 1893","39","11","0.43171428571428571429","3.5454545454545454"
"Prang Drawing Pencil Set","39","11","0.27055555555555555556","3.5454545454545454"
"Global Ergonomic Managers Chair","39","11","0.13072289156626506024","3.5454545454545454"
"Avery Non-Stick Binders","71","20","0.20041322314049586777","3.55"
"Binding Machine Supplies","32","9","0.27336244541484716157","3.5555555555555554"
"Avery Hole Reinforcements","32","9","0.12727272727272727273","3.5555555555555554"
"Global Troy Executive Leather Low-Back Tilter","32","9","0.07335907335907335907","3.5555555555555554"
"Global Airflow Leather Mesh Back Chair, Black","32","9","0.14503816793893129771","3.5555555555555554"
"Bush Westfield Collection Bookcases, Medium Cherry Finish","32","9","-0.01422186103210077204","3.5555555555555554"
"GE 30524EE4","32","9","0.15851851851851851852","3.5555555555555554"
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped","25","7","0.06542056074766355140","3.5714285714285716"
"Xerox 212","25","7","0.40366972477064220183","3.5714285714285716"
"Avery 487","25","7","0.42391304347826086957","3.5714285714285716"
"Newell 34","25","7","0.20258620689655172414","3.5714285714285716"
"Boston KS Multi-Size Manual Pencil Sharpener","25","7","0.22413793103448275862","3.5714285714285716"
"Eldon Base for stackable storage shelf, platinum","25","7","-0.06026785714285714286","3.5714285714285716"
"Newell 310","25","7","0.19318181818181818182","3.5714285714285716"
"Panasonic KX TS3282W Corded phone","25","7","0.10714285714285714286","3.5714285714285716"
"Global Geo Office Task Chair, Gray","25","7","-0.09447004608294930876","3.5714285714285716"
"Imation Clip USB flash drive - 8 GB","25","7","0.00423728813559322034","3.5714285714285716"
"Ooma Telo VoIP Home Phone System","18","5","0.15625000000000000000","3.6"
"Eldon Image Series Desk Accessories, Ebony","18","5","0.30958904109589041096","3.6"
"3.6 Cubic Foot Counter Height Office Refrigerator","18","5","-0.29600000000000000000","3.6"
"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router","18","5","0.27560975609756097561","3.6"
"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","18","5","0.06197183098591549296","3.6"
"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","18","5","-0.21363636363636363636","3.6"
"Xerox 1880","18","5","0.45795454545454545455","3.6"
"Jawbone MINI JAMBOX Wireless Bluetooth Speaker","18","5","-0.16756756756756756757","3.6"
"Adjustable Personal File Tote","18","5","0.19759036144578313253","3.6"
"Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...","18","5","0.30769230769230769231","3.6"
"Adtran 1202752G1","18","5","0.15696202531645569620","3.6"
"DAX Copper Panel Document Frame, 5 x 7 Size","18","5","0.23235294117647058824","3.6"
"DAX Value U-Channel Document Frames, Easel Back","36","10","0.29830508474576271186","3.6"
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","36","10","0.27142857142857142857","3.6"
"Xerox 1927","18","5","0.34868421052631578947","3.6"
"O'Sullivan Elevations Bookcase, Cherry Finish","18","5","-0.03561643835616438356","3.6"
"Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","18","5","0.14500000000000000000","3.6"
"Bose SoundLink Bluetooth Speaker","18","5","0.33750000000000000000","3.6"
"Plymouth Boxed Rubber Bands by Plymouth","18","5","-0.04268292682926829268","3.6"
"Ibico Plastic Spiral Binding Combs","47","13","0.29889502762430939227","3.6153846153846154"
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","29","8","0.40426356589147286822","3.625"
"Surelock Post Binders","29","8","0.32242990654205607477","3.625"
"Bretford CR4500 Series Slim Rectangular Table","29","8","-0.07355769230769230769","3.625"
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","29","8","0.46691176470588235294","3.625"
"Acco Suede Grain Vinyl Round Ring Binder","29","8","-0.12661870503597122302","3.625"
"Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","29","8","0.23795620437956204380","3.625"
"Heavy-Duty E-Z-D Binders","29","8","0.05123456790123456790","3.625"
"Crayola Colored Pencils","40","11","0.27173913043478260870","3.6363636363636362"
"Vinyl Sectional Post Binders","40","11","0.16317991631799163180","3.6363636363636362"
"Avery 499","40","11","0.38983050847457627119","3.6363636363636362"
"Xerox 192","22","6","0.48000000000000000000","3.6666666666666665"
"Novimex Turbo Task Chair","22","6","-0.02433862433862433862","3.6666666666666665"
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","22","6","-0.07924528301886792453","3.6666666666666665"
"Bionaire Personal Warm Mist Humidifier/Vaporizer","11","3","0.39000000000000000000","3.6666666666666665"
"Nokia Lumia 925","11","3","0.21730769230769230769","3.6666666666666665"
"Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","22","6","0.28500000000000000000","3.6666666666666665"
"Executive Impressions 13"" Chairman Wall Clock","11","3","0.28500000000000000000","3.6666666666666665"
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","44","12","-0.11578947368421052632","3.6666666666666665"
"Polycom SoundPoint IP 450 VoIP phone","22","6","0.04235294117647058824","3.6666666666666665"
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","33","9","-0.11222222222222222222","3.6666666666666665"
"Euro Pro Shark Stick Mini Vacuum","11","3","-1.9071428571428571","3.6666666666666665"
"Global Commerce Series High-Back Swivel/Tilt Chairs","33","9","0.11607142857142857143","3.6666666666666665"
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","22","6","0.09921259842519685039","3.6666666666666665"
"Hon Racetrack Conference Tables","22","6","-0.15099337748344370861","3.6666666666666665"
"Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black","11","3","0.10000000000000000000","3.6666666666666665"
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","22","6","0.39677419354838709677","3.6666666666666665"
"Tripp Lite TLP810NET Broadband Surge for Modem/Fax","22","6","0.13913043478260869565","3.6666666666666665"
"Design Ebony Sketching Pencil","11","3","0.16938775510204081633","3.6666666666666665"
"Avery Personal Creations Heavyweight Cards","11","3","0.36444444444444444444","3.6666666666666665"
"Eldon 400 Class Desk Accessories, Black Carbon","22","6","0.29890109890109890110","3.6666666666666665"
"High Speed Automatic Electric Letter Opener","11","3","-0.01538461538461538462","3.6666666666666665"
"Tennsco Lockers, Gray","22","6","-0.06562500000000000000","3.6666666666666665"
"GBC Binding covers","11","3","0.42924528301886792453","3.6666666666666665"
"Xerox 225","33","9","0.43552631578947368421","3.6666666666666665"
"Xerox 1995","22","6","0.39148936170212765957","3.6666666666666665"
"DYMO CardScan Personal V9 Business Card Scanner","11","3","0.34523809523809523810","3.6666666666666665"
"Fiskars Home & Office Scissors","11","3","0.28000000000000000000","3.6666666666666665"
"Colorific Watercolor Pencils","11","3","0.21900000000000000000","3.6666666666666665"
"Acme Tagit Stainless Steel Antibacterial Scissors","22","6","0.18888888888888888889","3.6666666666666665"
"Memorex Micro Travel Drive 4 GB","11","3","0.36020408163265306122","3.6666666666666665"
"Panasonic KP-380BK Classic Electric Pencil Sharpener","22","6","0.15816326530612244898","3.6666666666666665"
"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","11","3","-0.03125000000000000000","3.6666666666666665"
"Xerox 1970","22","6","0.42843137254901960784","3.6666666666666665"
"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","22","6","0.06823529411764705882","3.6666666666666665"
"Xerox 1979","11","3","0.42924528301886792453","3.6666666666666665"
"Panasonic KX - TS880B Telephone","11","3","0.27000000000000000000","3.6666666666666665"
"Clearsounds A400","11","3","-0.10000000000000000000","3.6666666666666665"
"GE 2-Jack Phone Line Splitter","11","3","0.05348837209302325581","3.6666666666666665"
"Logitech Wireless Anywhere Mouse MX for PC and Mac","11","3","0.16304347826086956522","3.6666666666666665"
"Martin Yale Chadless Opener Electric Letter Opener","22","6","-0.07800000000000000000","3.6666666666666665"
"Cisco SPA112 2 Port Phone Adapter","11","3","0.16914893617021276596","3.6666666666666665"
"Array Memo Cubes","11","3","0.47075471698113207547","3.6666666666666665"
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","37","10","0.40213414634146341463","3.7"
"Avery 476","37","10","0.39819277108433734940","3.7"
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","37","10","0.03009708737864077670","3.7"
"Deflect-o Glass Clear Studded Chair Mats","26","7","0.20157480314960629921","3.7142857142857144"
"Tuf-Vin Binders","26","7","0.35000000000000000000","3.7142857142857144"
"netTALK DUO VoIP Telephone Service","26","7","0.38679245283018867925","3.7142857142857144"
"GBC Wire Binding Combs","26","7","0.22584269662921348315","3.7142857142857144"
"Tenex ""The Solids"" Textured Chair Mats","26","7","-0.02761904761904761905","3.7142857142857144"
"3M Organizer Strips","26","7","0.12207792207792207792","3.7142857142857144"
"Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","26","7","0.42109375000000000000","3.7142857142857144"
"Belkin Premiere Surge Master II 8-outlet surge protector","26","7","0.05816326530612244898","3.7142857142857144"
"Xerox 1900","26","7","0.41869918699186991870","3.7142857142857144"
"Hon 5100 Series Wood Tables","26","7","-0.04000000000000000000","3.7142857142857144"
"Newell 351","26","7","0.26746031746031746032","3.7142857142857144"
"Aastra 57i VoIP phone","26","7","0.15614035087719298246","3.7142857142857144"
"Fellowes Staxonsteel Drawer Files","26","7","0.10560000000000000000","3.7142857142857144"
"Things To Do Today Pad","26","7","0.42711864406779661017","3.7142857142857144"
"Avery Self-Adhesive Photo Pockets for Polaroid Photos","41","11","-0.01523809523809523810","3.727272727272727"
"Aluminum Screw Posts","41","11","0.11637931034482758621","3.727272727272727"
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack","15","4","0.10000000000000000000","3.75"
"Holmes Odor Grabber","30","8","0.18951612903225806452","3.75"
"Xerox 1992","15","4","0.46875000000000000000","3.75"
"GBC VeloBinder Manual Binding System","30","8","0.33333333333333333333","3.75"
"Avery Trapezoid Extra Heavy Duty 4"" Binders","15","4","0.00000000000000000000","3.75"
"GBC VeloBinder Electric Binding Machine","15","4","-0.82926829268292682927","3.75"
"Spiral Phone Message Books with Labels by Adams","15","4","0.42910447761194029851","3.75"
"GBC Standard Plastic Binding Systems' Combs","30","8","0.04624277456647398844","3.75"
"Avery 516","15","4","0.47000000000000000000","3.75"
"Xerox 228","15","4","0.48000000000000000000","3.75"
"Hon Deluxe Fabric Upholstered Stacking Chairs","15","4","-0.01886792452830188679","3.75"
"OIC Bulk Pack Metal Binder Clips","30","8","0.38636363636363636364","3.75"
"Acco Side-Punched Conventional Columnar Pads","15","4","-0.18750000000000000000","3.75"
"Alliance Big Bands Rubber Bands, 12/Pack","15","4","0.00000000000000000000","3.75"
"Sauder Forest Hills Library, Woodland Oak Finish","15","4","-0.03759398496240601504","3.75"
"GBC DocuBind 200 Manual Binding Machine","15","4","0.25000000000000000000","3.75"
"Xerox 1997","30","8","0.43478260869565217391","3.75"
"Sanford Colorific Eraseable Coloring Pencils, 12 Count","15","4","0.38928571428571428571","3.75"
"Xerox 1887","30","8","0.42222222222222222222","3.75"
"Xerox 19","15","4","0.38432835820895522388","3.75"
"Safco Industrial Wire Shelving System","30","8","-0.08695652173913043478","3.75"
"Sabrent 4-Port USB 2.0 Hub","15","4","0.30281690140845070423","3.75"
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases","15","4","0.16494845360824742268","3.75"
"Fellowes Desktop Hanging File Manager","15","4","0.25000000000000000000","3.75"
"Fellowes Command Center 5-outlet power strip","15","4","-0.11734693877551020408","3.75"
"Apple iPhone 5C","15","4","0.17164179104477611940","3.75"
"Array Parchment Paper, Assorted Colors","15","4","0.46575342465753424658","3.75"
"Xerox 1920","15","4","0.45000000000000000000","3.75"
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","15","4","0.41153846153846153846","3.75"
"Razer Kraken PRO Over Ear PC and Music Headset","30","8","0.22222222222222222222","3.75"
"Project Tote Personal File","15","4","0.22826086956521739130","3.75"
"Logitech Wireless Marathon Mouse M705","30","8","0.39361702127659574468","3.75"
"Presstex Flexible Ring Binders","30","8","0.26470588235294117647","3.75"
"Computer Printout Index Tabs","15","4","-0.18181818181818181818","3.75"
"Cardinal Poly Pocket Divider Pockets for Ring Binders","15","4","0.31250000000000000000","3.75"
"Embossed Ink Jet Note Cards","15","4","0.38095238095238095238","3.75"
"AT&T TR1909W","15","4","0.19565217391304347826","3.75"
"Plantronics 81402","15","4","0.13281250000000000000","3.75"
"Cisco IP Phone 7961G-GE VoIP phone","15","4","-0.05288461538461538462","3.75"
"Eldon Simplefile Box Office","30","8","0.22302158273381294964","3.75"
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","15","4","0.06250000000000000000","3.75"
"Motorla HX550 Universal Bluetooth Headset","15","4","0.29245283018867924528","3.75"
"Avery 503","15","4","0.48000000000000000000","3.75"
"Microsoft Wireless Mobile Mouse 4000","15","4","0.31081081081081081081","3.75"
"Padded Folding Chairs, Black, 4/Carton","30","8","0.04424778761061946903","3.75"
"Newell 311","30","8","0.21223021582733812950","3.75"
"Micropad Numeric Keypads","15","4","0.22945205479452054795","3.75"
"GE DSL Phone Line Filter","15","4","0.14112903225806451613","3.75"
"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)","30","8","0.37500000000000000000","3.75"
"Xerox 219","15","4","0.48000000000000000000","3.75"
"Hot File 7-Pocket, Floor Stand","49","13","0.24780701754385964912","3.769230769230769"
"Fellowes Black Plastic Comb Bindings","34","9","-0.04318181818181818182","3.7777777777777777"
"Hon GuestStacker Chair","34","9","0.17777777777777777778","3.7777777777777777"
"SanDisk Cruzer 64 GB USB Flash Drive","34","9","0.26993865030674846626","3.7777777777777777"
"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","34","9","0.34013157894736842105","3.7777777777777777"
"Plantronics Audio 478 Stereo USB Headset","34","9","0.31790123456790123457","3.7777777777777777"
"Mitel MiVoice 5330e IP Phone","34","9","0.10142857142857142857","3.7777777777777777"
"Global Highback Leather Tilter in Burgundy","34","9","0.01855670103092783505","3.7777777777777777"
"Eldon Portable Mobile Manager","34","9","0.21949685534591194969","3.7777777777777777"
"Bush Andora Bookcase, Maple/Graphite Gray Finish","34","9","0.04086799276672694394","3.7777777777777777"
"GBC Instant Index System for Binding Systems","19","5","-0.17283950617283950617","3.8"
"Green Canvas Binder for 8-1/2"" x 14"" Sheets","19","5","0.28571428571428571429","3.8"
"Seth Thomas 16"" Steel Case Clock","19","5","0.06397058823529411765","3.8"
"Multicolor Computer Printout Paper","19","5","0.45111111111111111111","3.8"
"Bevis Round Conference Table Top & Single Column Base","19","5","0.04394904458598726115","3.8"
"Xerox 1914","19","5","0.44310344827586206897","3.8"
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""","19","5","0.42784090909090909091","3.8"
"RCA Visys Integrated PBX 8-Line Router","19","5","0.12037037037037037037","3.8"
"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","19","5","0.45860215053763440860","3.8"
"Avery Durable Slant Ring Binders","19","5","-0.46153846153846153846","3.8"
"Microsoft Natural Ergonomic Keyboard 4000","19","5","0.19301075268817204301","3.8"
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""","19","5","0.43626373626373626374","3.8"
"Hon Metal Bookcases, Putty","19","5","0.27473118279569892473","3.8"
"Xerox 201","19","5","0.41882352941176470588","3.8"
"Xerox 1941","19","5","0.40481927710843373494","3.8"
"GBC VeloBind Cover Sets","42","11","0.05405405405405405405","3.8181818181818183"
"Advantus Panel Wall Certificate Holder - 8.5x11","23","6","0.39909909909909909910","3.8333333333333335"
"Xerox 23","23","6","0.45137614678899082569","3.8333333333333335"
